key_mlbam,season,batters_faced,SO,BB,HR,H,ER,R,G,GS,SV,W,L,age,IP
660730,2025,180,36,14,18,52,40,40,14,4,0,0,4,27,39.1
663399,2020,14,2,2,0,2,1,1,2,0,0,0,0,26,3.1
663399,2021,102,14,18,4,28,14,16,18,0,0,0,2,27,18.2
663399,2025,134,22,11,4,29,12,12,11,1,0,0,0,31,31.1
663531,2019,254,34,26,8,72,38,40,18,8,0,4,6,22,55.1
663531,2020,49,7,7,1,12,4,4,3,0,0,0,0,23,10.2
663531,2021,222,37,17,12,58,35,39,14,11,0,2,7,24,50.1
663531,2022,80,14,10,0,24,10,10,14,0,0,2,0,25,15.1
663531,2024,128,21,10,3,32,17,17,12,0,1,0,1,27,28.0
663978,2019,568,153,31,23,107,52,58,26,26,0,9,7,23,140.2
663978,2020,245,58,12,14,60,31,33,12,12,0,4,5,24,59.0
663978,2021,459,99,22,15,115,61,67,23,22,0,7,7,25,108.1
663978,2022,93,20,2,0,25,10,10,5,5,0,1,2,26,22.1
663978,2023,22,8,1,1,6,3,3,2,0,0,1,0,27,5.0
663978,2024,384,79,21,14,102,49,50,17,17,0,5,3,28,88.1
663978,2025,1340,224,74,62,332,188,196,66,56,2,10,24,29,316.0
663978,2026,534,80,38,18,152,86,88,28,18,0,0,14,30,114.0
664074,2020,66,12,6,5,12,6,7,5,3,0,1,1,26,17.0
664074,2021,179,36,11,8,56,30,34,15,2,0,0,6,27,38.1
664074,2026,10,3,1,0,1,1,1,1,1,0,0,0,32,2.1
664641,2016,464,88,36,24,94,50,56,24,20,0,10,4,27,116.0
664641,2017,678,137,63,37,140,91,93,31,29,0,8,7,28,160.0
664641,2018,24,5,4,0,6,1,1,1,1,0,0,0,29,5.0
664942,2022,37,5,2,2,8,5,5,7,0,0,0,0,29,9.0
664942,2023,80,7,9,1,27,15,19,10,0,0,0,0,30,15.1
666364,2023,108,17,12,5,26,12,13,18,0,0,1,0,24,24.1
667498,2019,156,25,17,6,33,22,26,7,7,0,0,4,23,34.1
667498,2020,56,4,3,5,21,15,16,4,1,0,0,0,24,10.2
667498,2021,121,19,12,4,34,21,24,12,4,0,0,2,25,25.2
667498,2022,144,38,14,6,38,22,22,8,2,0,0,2,26,32.0
668684,2022,30,2,6,1,8,4,4,3,0,0,0,0,27,6.0
668948,2022,159,26,13,11,37,19,23,13,2,0,4,3,26,37.2
669145,2020,31,7,2,2,6,6,6,2,1,0,0,0,25,7.0
669145,2021,285,56,22,14,75,36,37,14,13,0,4,5,26,64.1
669145,2022,320,49,12,21,97,49,52,15,13,0,2,5,27,73.2
669145,2023,61,14,0,3,17,7,8,7,0,0,2,0,28,13.1
669145,2025,28,1,2,2,7,5,6,1,1,0,0,1,30,6.0
669145,2026,21,2,1,0,6,3,3,1,0,0,0,0,31,5.0
669391,2023,19,4,2,2,5,5,5,2,0,0,0,1,23,4.0
669391,2024,18,0,1,1,9,8,8,3,0,0,0,0,24,3.0
669391,2025,35,6,3,1,14,7,7,3,0,0,0,0,25,7.0
669422,2024,84,9,11,3,23,14,14,14,0,0,0,0,25,16.1
669422,2025,129,24,8,6,35,21,23,10,1,1,2,1,26,29.2
669721,2023,52,9,9,1,7,3,3,3,0,0,1,1,26,12.1
669721,2024,134,28,6,5,39,21,22,6,6,0,1,4,27,30.1
669721,2025,46,9,7,1,9,6,6,3,2,0,0,1,28,10.0
669952,2020,11,2,1,0,1,0,0,2,0,0,1,0,25,3.0
669952,2021,197,49,17,6,38,19,28,21,4,0,1,3,26,46.2
669952,2022,880,156,70,18,220,120,124,50,36,0,2,14,27,198.0
669952,2023,60,13,7,2,15,10,11,10,0,0,0,1,28,12.2
669952,2024,220,26,26,8,52,38,42,26,0,0,2,2,29,47.1
670046,2022,47,8,6,1,9,5,5,3,1,0,0,0,26,10.2
670046,2023,146,29,14,3,35,14,14,7,3,0,2,2,27,33.0
670046,2024,104,17,8,5,28,16,17,7,1,0,0,1,28,24.0
670124,2022,337,46,39,17,82,52,55,19,14,0,2,8,27,74.1
670124,2023,101,13,12,5,29,22,24,9,1,0,1,1,28,19.2
670124,2024,189,36,22,7,43,25,25,8,8,0,2,4,29,42.1
672552,2024,47,6,5,1,13,5,5,4,0,0,0,0,24,9.2
676632,2023,4,0,1,1,1,1,1,1,0,0,0,0,27,1.0
676641,2022,198,38,18,6,48,18,28,20,0,0,0,0,28,44.2
676724,2025,3,0,1,0,1,0,0,1,0,0,0,0,29,0.1
676886,2020,3,1,0,0,2,0,0,1,0,0,0,0,24,0.1
676886,2021,47,13,9,3,7,8,9,8,0,0,0,1,25,9.1
676886,2022,64,19,5,4,14,8,9,9,0,0,0,0,26,15.0
676961,2023,10,5,2,1,1,1,1,1,0,0,1,0,29,2.1
676961,2024,20,1,2,0,6,2,2,2,0,0,0,0,30,4.0
676961,2025,193,41,14,5,54,29,33,25,1,1,0,0,31,43.1
680802,2026,131,30,20,8,35,22,24,9,2,0,0,3,29,26.0
682027,2022,4,1,0,0,1,0,0,1,0,0,0,0,25,1.0
685107,2023,12,1,2,0,2,0,2,2,0,0,0,0,25,2.1
685107,2024,116,28,6,2,32,10,14,24,0,0,2,0,26,26.2
685107,2025,234,50,22,8,56,26,26,52,2,0,0,0,27,50.0
686249,2025,7,1,0,0,4,3,3,1,0,0,0,0,26,1.0
687941,2026,115,21,9,1,22,4,5,19,2,1,1,0,29,29.2
808970,2026,22,5,2,2,8,4,4,4,0,0,0,0,27,4.0
