key_mlbam,season,PA,AB,H,2B,3B,HR,SO,BB,IBB,HBP,SF,SH,TB,RBI,SB,CS,R,G,GIDP,age
434939,2010,38,33,3,0,0,0,4,3,1,0,0,2,3,3,0,0,0,15,1,29
435082,2005,2,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,33,0,35
435219,2006,10,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,26
435219,2007,169,144,40,12,0,3,39,21,0,1,2,1,61,24,1,0,16,41,6,27
435219,2008,501,436,95,27,0,9,131,55,4,2,5,3,149,47,2,0,48,143,5,28
435219,2009,602,534,114,28,4,8,142,60,0,4,2,2,174,38,2,2,54,206,8,29
435219,2011,366,320,80,16,2,8,80,38,0,2,2,4,124,40,2,1,38,110,7,31
435219,2012,318,287,70,16,0,4,63,27,0,2,1,1,98,29,0,2,23,105,9,32
435219,2013,162,139,30,5,1,1,38,19,1,2,1,0,40,14,0,0,12,83,6,33
435219,2014,50,48,9,3,0,0,17,2,0,0,0,0,12,2,0,0,3,26,2,34
444446,2008,25,15,3,0,0,0,8,1,0,1,0,8,3,1,0,0,1,15,0,22
444446,2009,11,8,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,7,0,23
444446,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,24
444446,2011,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,25
444446,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,29
444553,2011,11,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,43,0,23
444553,2012,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24
444844,2007,15,14,2,2,0,0,2,1,0,0,0,0,4,1,0,0,3,7,1,24
444844,2009,241,216,56,12,0,11,47,14,1,5,6,0,101,44,0,0,23,82,5,26
444844,2010,422,396,86,20,2,14,98,16,0,8,2,0,152,44,0,0,42,154,14,27
444844,2011,67,61,15,4,1,2,8,4,0,2,0,0,27,6,0,0,8,27,4,28
445193,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27
445193,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,28
445968,2005,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,21
445968,2006,8,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,9,0,22
445968,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,23
445968,2008,6,4,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,29,1,24
445968,2010,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,26
445968,2011,11,9,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,5,0,27
445968,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28
445968,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30
445968,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,31
445968,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,32
446003,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26
446003,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28
446003,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29
448693,2007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,24
448693,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,30
449173,2011,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,26
449173,2012,63,59,9,0,0,0,32,1,0,0,0,3,9,1,0,0,5,35,1,27
449173,2013,6,4,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,37,0,28
449173,2016,8,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,31
450545,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25
450545,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,26
451192,2013,34,31,8,1,0,0,9,3,0,0,0,0,9,0,2,0,2,17,0,28
451192,2014,114,101,17,3,0,1,27,10,0,0,2,1,23,8,3,1,13,44,2,29
451192,2017,93,83,20,6,2,1,27,10,0,0,0,0,33,10,1,1,14,29,1,32
451192,2018,185,176,47,8,2,3,45,6,0,0,1,2,68,21,1,0,19,59,2,33
451192,2019,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,34
451628,2009,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,24
451628,2013,12,12,3,0,0,0,5,0,0,0,0,0,3,2,0,0,1,33,0,28
451628,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,29
451713,2011,155,143,28,3,2,6,54,8,2,3,1,0,53,19,0,1,14,46,0,24
451713,2012,57,56,10,2,1,2,28,1,0,0,0,0,20,7,0,0,2,17,0,25
451713,2013,7,6,2,0,0,1,2,1,1,0,0,0,5,1,1,0,1,2,0,26
451713,2014,10,9,2,1,0,0,5,1,0,0,0,0,3,1,0,0,1,4,0,27
451713,2015,180,150,28,8,0,8,74,26,0,2,2,0,60,18,4,0,22,68,2,28
452027,2017,3,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,9,0,31
452239,2007,27,26,7,0,0,2,8,1,0,0,0,0,13,5,0,0,5,15,0,23
452239,2009,102,89,22,4,1,4,32,12,0,1,0,0,40,9,6,1,13,40,1,25
452239,2010,131,104,15,6,0,3,43,25,2,0,2,0,30,12,5,1,16,67,3,26
452239,2012,352,315,72,13,3,18,114,32,0,3,2,0,145,53,9,4,46,124,6,28
452239,2013,524,468,118,32,6,14,156,46,0,8,2,0,204,50,12,4,70,150,8,29
452239,2014,45,40,6,1,0,0,20,2,0,2,1,0,7,3,0,1,4,20,0,30
452239,2015,274,249,52,8,2,7,76,20,1,3,1,1,85,26,2,1,26,100,4,31
452676,2010,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,0,26
452676,2011,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,27
452783,2008,119,109,28,10,0,2,24,7,2,1,2,0,44,9,0,0,18,50,1,22
452783,2009,69,65,15,5,1,1,20,4,0,0,0,0,25,7,0,0,5,30,4,23
452783,2010,37,36,11,3,0,1,10,1,0,0,0,0,17,5,0,0,5,20,1,24
452783,2011,194,176,45,10,2,4,48,15,0,1,2,0,71,25,0,1,26,59,6,25
452783,2014,23,22,6,2,0,2,10,1,0,0,0,0,14,7,0,0,2,18,0,28
453249,2010,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,25
453249,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,27
453249,2013,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,1,28
453249,2014,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,29
453249,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,30
453249,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,31
453307,2009,4,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,23,0,24
453307,2010,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,25
453307,2014,3,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,16,0,29
453307,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30
453646,2006,17,15,1,0,0,0,9,0,0,0,0,2,1,1,0,0,0,10,0,22
453646,2007,17,13,1,0,0,0,3,0,0,0,0,4,1,0,0,0,1,59,0,23
453646,2008,21,17,2,0,0,0,8,1,0,0,0,3,2,2,0,0,1,47,0,24
453646,2009,13,11,1,0,0,0,7,1,0,0,0,1,1,0,0,0,0,64,0,25
453646,2010,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,26
453646,2011,5,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,33,0,27
453646,2012,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38,0,28
453646,2013,34,32,5,0,0,0,15,0,0,0,0,2,5,1,0,0,2,47,0,29
453646,2014,13,10,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,42,1,30
453646,2015,11,8,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,35,0,31
453646,2016,5,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,51,0,32
453941,2008,13,13,2,0,0,0,5,0,0,0,0,0,2,1,0,0,0,10,1,31
455605,2009,28,25,4,0,0,0,13,1,0,0,0,2,4,0,0,0,3,16,0,26
455605,2010,14,12,2,1,0,0,4,0,0,0,0,2,3,0,0,0,0,10,1,27
455921,2012,18,17,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,7,0,30
455961,2009,12,10,1,0,0,0,6,0,0,0,0,2,1,0,0,0,0,6,0,26
456051,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,24
456051,2012,4,4,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,22,0,25
456051,2014,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,27
456051,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,28
456051,2019,5,4,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,12,0,32
456071,2014,17,12,1,0,0,0,6,1,0,0,0,4,1,1,0,0,0,16,0,28
456071,2015,22,21,3,0,0,0,10,0,0,0,0,1,3,1,0,0,1,19,0,29
456071,2016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,30
456387,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,21
456558,2006,7,7,3,0,0,0,3,0,0,0,0,0,3,1,0,0,0,5,0,26
456558,2007,15,12,1,0,0,0,5,1,0,0,0,2,1,0,0,0,1,16,1,27
457130,2006,15,14,3,1,0,0,2,1,0,0,0,0,4,1,1,0,1,9,0,26
457130,2007,9,9,2,1,0,0,1,0,0,0,0,0,3,3,0,0,0,8,0,27
457130,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
457130,2011,14,12,2,0,0,0,4,2,0,0,0,0,2,0,0,0,1,8,0,31
457130,2012,142,122,18,4,0,6,34,14,2,0,2,4,40,14,8,0,24,72,0,32
457425,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25
457425,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,26
457425,2010,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,70,0,27
457425,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28
457425,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29
457449,2014,23,21,1,1,0,0,8,2,0,0,0,0,2,3,0,0,2,15,1,28
457449,2015,16,15,5,2,0,0,6,1,0,0,0,0,7,1,0,0,2,12,0,29
457456,2007,23,19,3,0,0,0,7,0,0,0,0,4,3,0,0,0,1,14,0,22
457456,2008,34,30,4,2,0,0,8,1,0,0,0,3,6,2,0,0,2,25,3,23
457456,2009,11,9,1,0,0,0,7,2,0,0,0,0,1,0,0,0,1,6,0,24
457456,2010,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25
457456,2011,4,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,20,0,26
457711,2009,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,0,21
457711,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22
457711,2013,6,6,1,1,0,0,4,0,0,0,0,0,2,0,0,0,0,7,0,25
457711,2014,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,26
457711,2015,23,20,2,1,0,0,10,1,0,0,0,2,3,0,0,0,2,13,0,27
457760,2015,32,30,5,1,0,0,10,2,0,0,0,0,6,3,0,0,0,23,1,30
457796,2008,5,3,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,26,1,24
457796,2009,4,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,31,0,25
457796,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,26
457796,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27
457796,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
458676,2011,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,24
458676,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,25
458676,2017,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,30
458676,2021,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,34
458679,2010,161,159,34,5,0,3,53,2,0,0,0,0,48,12,0,1,15,53,4,23
458679,2011,65,61,10,0,0,0,25,4,0,0,0,0,10,6,0,0,6,26,1,24
458679,2012,56,52,9,2,0,1,14,4,1,0,0,0,14,4,0,0,3,21,3,25
458690,2008,28,26,3,2,0,0,14,0,0,0,0,2,5,0,0,0,2,15,0,21
458690,2009,54,47,6,1,0,0,23,1,0,0,0,6,7,3,0,0,5,30,2,22
458690,2010,63,54,5,1,0,0,28,0,0,0,0,9,6,2,0,0,1,30,0,23
458690,2011,52,46,9,2,0,0,19,1,0,0,0,5,11,2,0,0,3,29,1,24
458690,2012,34,28,5,0,0,0,10,0,0,0,0,6,5,0,0,0,0,21,0,25
458690,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26
458690,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
458690,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,31
458950,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23
458950,2007,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,24
458950,2011,6,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,28,0,28
458950,2012,5,5,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,26,0,29
459345,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26
459345,2012,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,29
459376,2007,3,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,34,0,26
459376,2008,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,27
460579,2007,118,107,32,3,4,1,19,9,0,1,0,1,46,7,7,3,15,28,0,26
460579,2008,175,160,47,13,0,0,32,10,0,3,1,1,60,7,9,5,26,58,0,27
460579,2009,1066,938,288,30,14,6,148,80,4,18,10,20,364,78,84,34,148,240,18,28
460579,2010,577,509,129,17,7,0,88,40,1,10,3,15,160,24,34,17,60,136,2,29
460579,2011,429,378,115,20,6,4,70,19,0,14,3,15,159,37,13,4,61,119,6,30
460579,2012,322,289,69,5,3,3,63,20,0,6,0,7,89,16,12,5,44,122,4,31
460579,2014,52,41,14,1,0,1,6,7,0,0,1,3,18,6,3,0,8,15,0,33
461872,2009,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,23
461872,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25
461872,2012,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,26
461872,2013,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,27
461872,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,28
461872,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,30
461872,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,31
461872,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,32
461872,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,33
461872,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,35
462995,2007,27,23,1,0,0,0,12,1,0,0,0,3,1,0,0,0,1,18,0,22
462995,2008,5,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,23
462995,2009,22,21,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,11,0,24
462995,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25
462995,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27
464400,2011,18,15,1,1,0,0,8,2,0,0,0,1,2,0,0,0,3,10,0,25
465668,2008,86,76,16,1,1,0,21,9,0,0,0,1,19,2,4,3,10,26,3,24
465668,2009,5,4,1,1,0,0,1,1,0,0,0,0,2,0,1,0,1,3,0,25
465668,2010,461,414,102,18,3,11,93,35,1,4,6,2,159,47,16,2,52,134,3,26
465668,2011,337,309,75,12,2,7,63,22,1,4,0,2,112,27,17,3,40,91,7,27
465668,2012,261,227,66,11,0,5,53,28,3,2,1,3,92,25,15,3,25,129,2,28
465668,2013,500,454,82,20,4,8,130,32,2,10,0,4,134,22,8,0,52,224,8,29
465668,2014,160,132,22,6,0,2,38,20,0,6,0,2,34,18,4,2,10,106,4,30
467094,2012,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,24
467094,2013,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29,0,25
467094,2014,8,7,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,4,0,26
467100,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23
467100,2011,5,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,28,0,24
467100,2012,9,7,1,0,0,0,6,0,0,0,0,2,1,0,0,0,0,28,0,25
467100,2013,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,26
467100,2016,56,52,6,0,0,0,36,0,0,0,0,4,6,0,0,0,2,64,0,29
467100,2017,60,51,1,0,0,0,31,0,0,0,0,9,1,0,0,0,0,31,0,30
467100,2018,56,53,1,0,0,0,30,0,0,0,0,3,1,0,0,0,1,29,1,31
467100,2019,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,32
467143,2011,7,6,2,0,0,0,2,1,1,0,0,0,2,0,0,0,1,2,0,23
467143,2014,21,20,3,1,0,0,9,1,0,0,0,0,4,1,0,0,2,15,0,26
467143,2015,134,127,23,11,2,1,40,3,0,2,0,2,41,7,0,0,15,66,1,27
467785,2008,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,17,0,24
467785,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,31
468396,2010,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,44,0,26
468396,2011,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,31,0,27
468396,2012,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,58,0,28
468396,2013,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,29
468396,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,30
468396,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,31
468396,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,32
469134,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
469134,2010,21,18,3,2,0,0,7,0,0,0,0,3,5,1,0,0,2,33,0,24
469134,2011,31,27,7,1,0,0,12,0,0,0,0,4,8,0,0,0,2,22,0,25
469134,2012,6,6,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,134,0,26
469134,2013,6,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,46,0,27
469134,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,28
469134,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,29
471911,2011,7,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,21,0,24
471911,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26
471911,2014,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,40,0,27
471911,2015,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,30,0,28
471911,2017,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,32,0,30
471911,2018,4,4,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,32,0,31
471911,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,32
471911,2021,19,15,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,12,0,34
472490,2006,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,23
474668,2011,9,8,1,0,0,0,5,1,0,0,0,0,1,1,0,0,0,6,0,23
474668,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
474668,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27
475100,2012,57,54,9,2,0,2,14,2,0,0,0,1,17,7,1,0,4,27,2,25
475100,2013,152,129,31,8,0,7,37,20,0,1,2,0,60,19,1,1,13,53,7,26
475100,2014,246,212,63,13,1,11,71,28,0,4,2,0,111,29,4,2,32,98,3,27
475100,2015,253,222,53,14,0,6,62,23,2,4,3,1,85,30,3,1,19,96,5,28
475100,2016,113,102,23,6,0,1,24,5,1,5,1,0,32,7,1,2,10,52,3,29
475100,2017,48,41,5,1,0,2,15,7,1,0,0,0,12,3,1,0,6,29,0,30
476192,2013,9,8,1,0,0,0,3,0,0,1,0,0,1,1,0,0,2,8,0,27
476192,2015,52,48,8,2,0,0,13,4,0,0,0,0,10,4,0,0,5,27,5,29
476206,2010,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,26
476594,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,28
476594,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,29
476594,2021,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,31
476601,2012,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0,25
476601,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,26
488681,2012,105,98,20,3,0,1,29,5,0,1,0,1,26,7,1,1,8,43,1,26
488681,2013,445,408,98,17,1,8,127,21,0,8,2,6,141,41,11,11,46,136,5,27
488681,2014,313,292,75,17,4,8,100,15,0,0,0,6,124,27,5,4,37,132,11,28
488681,2015,281,255,64,13,2,2,67,21,3,3,1,1,87,17,4,2,30,106,6,29
488681,2016,109,100,22,6,2,0,30,3,0,1,0,5,32,8,1,2,10,48,0,30
488681,2018,21,19,5,0,0,1,5,2,0,0,0,0,8,2,0,0,2,19,1,32
489209,2011,53,50,15,3,2,2,8,2,0,0,1,0,28,9,0,1,7,15,2,26
489209,2012,114,105,22,3,0,4,19,6,1,2,0,1,37,11,1,0,10,48,5,27
489209,2013,92,85,19,4,0,3,17,5,0,1,1,0,32,12,0,0,11,48,5,28
489305,2014,18,15,3,1,0,0,7,2,0,1,0,0,4,2,0,0,0,9,0,26
489305,2015,43,42,11,2,0,0,10,0,0,1,0,0,13,7,1,0,5,17,2,27
489305,2016,69,62,13,3,0,1,20,5,0,2,0,0,19,5,0,0,1,24,1,28
493193,2016,317,292,74,9,0,14,74,20,2,5,0,0,125,49,0,0,33,104,8,34
493200,2016,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,76,0,33
493200,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,34
493200,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,35
493200,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,36
493337,2010,9,7,1,0,0,0,4,0,0,0,0,2,1,0,0,0,0,5,0,28
493337,2011,9,8,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,10,1,29
493337,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
499107,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
499107,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,33
499864,2013,110,104,27,6,0,0,28,2,0,3,1,0,33,5,0,2,15,34,2,25
499864,2014,41,37,6,2,0,0,13,0,0,2,0,2,8,2,0,0,3,18,1,26
499864,2015,34,32,2,0,0,0,12,2,0,0,0,0,2,0,0,0,2,32,0,27
501571,2013,421,392,95,21,5,4,96,20,4,2,2,5,138,34,6,3,35,121,6,24
501571,2014,452,416,117,24,3,4,87,20,1,7,6,3,159,47,13,4,46,116,6,25
501571,2015,465,441,114,16,5,6,87,16,2,4,3,1,158,41,7,3,47,143,6,26
501571,2016,160,142,34,7,2,3,27,11,1,2,1,4,54,9,4,2,15,79,4,27
501571,2017,272,252,63,16,2,3,56,14,0,3,1,2,92,15,7,3,37,94,6,28
501571,2018,64,59,20,1,1,0,9,3,1,1,1,0,23,6,3,1,9,30,2,29
501571,2019,285,258,55,12,1,5,75,22,4,2,1,2,84,27,4,1,38,133,8,30
501571,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31
501571,2021,327,309,73,20,2,6,76,12,0,1,1,4,115,38,1,2,39,112,8,32
501571,2022,62,60,11,2,1,0,15,2,0,0,0,0,15,0,0,0,4,20,0,33
501605,2010,46,42,6,0,0,0,17,2,1,0,2,0,6,5,0,0,4,20,0,22
501605,2011,132,120,30,6,0,2,28,10,0,0,2,0,42,18,0,0,16,44,0,23
501605,2012,56,50,8,0,0,1,13,5,0,0,1,0,11,4,0,2,4,29,2,24
501605,2013,31,28,8,0,1,0,8,2,0,0,0,1,10,2,0,0,3,8,1,25
501647,2011,57,54,11,3,1,3,20,2,0,0,1,0,25,8,0,0,6,16,1,22
501647,2012,426,396,107,19,0,28,99,25,2,1,4,0,210,71,4,5,67,117,10,23
501647,2013,466,449,131,22,1,21,109,15,0,1,1,0,218,79,4,1,63,121,7,24
501647,2014,410,382,102,25,0,13,70,23,5,0,5,0,166,54,1,0,46,106,17,25
501647,2015,242,231,62,14,1,6,56,8,2,1,1,1,96,29,2,1,22,87,8,26
501660,2013,113,106,25,4,0,1,19,6,0,0,1,0,32,9,3,1,9,34,2,24
501660,2014,36,36,5,0,0,1,14,0,0,0,0,0,8,3,1,0,2,13,1,25
502010,2015,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,27
502102,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,26
502102,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27
502139,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,23
502139,2012,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,24
503566,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28
516970,2015,7,6,2,0,0,0,3,1,0,0,0,0,2,0,0,0,0,16,0,26
517369,2014,25,24,8,1,2,0,4,1,0,0,0,0,13,3,0,0,6,7,1,24
517369,2015,78,74,17,3,0,1,16,2,0,0,1,1,23,5,1,0,7,37,4,25
517369,2016,41,39,6,2,0,0,9,1,0,0,0,1,8,0,0,1,2,15,0,26
